0.0000 0.0000
0.0909 -5.5967
0.1818 -9.7524
0.2727 -13.3375
0.3636 -16.3572
0.4546 -19.3049
0.5454 -22.3948
0.6364 -25.5683
0.7273 -28.8613
0.8182 -32.3695
0.9091 -36.0130
1.0000 -39.2681
