0.0000 0.0000 0.0000
0.0909 -5.4125 0.0419
0.1818 -9.6603 0.0599
0.2727 -13.0738 0.0685
0.3636 -16.0127 0.0750
0.4546 -18.9715 0.0806
0.5454 -22.0618 0.0854
0.6364 -25.2822 0.0902
0.7273 -28.5603 0.0945
0.8182 -32.0022 0.0993
0.9091 -35.6025 0.1039
1.0000 -39.2468 0.1084
